"Country","Age","Gender","Kids","Edu","WorkStatus","Income","Occupation","PositionYrs","PositionMnth","CommSize","MaritalStatus","NumofSons","NumofDaughters","XDP1","XDP2","XDP3","XDP4","XDP5","XAIP1","XAIP2","XAIP3","XAIP4","XAIP5","XAIP6","XAIP7","XAIP8","XAIP9","XAIP10","XAIP11","XAIP12","XAIP13","XAIP14","XAIP15","XGP1","XGP2","XGP3","XGP4","XGP5","XGP6","XGP7","XGP8","XGP9","XGP10","XGP11","XGP12","XGP13","XGP14","XGP15","XGP16","XGP17","XGP18","XGP19","XGP20","XSWLS1","XSWLS2","XSWLS3","XSWLS4","XSWLS5","Yourself","Others","DP_Mean","AIP_Mean","GP_Mean","SWLS_Mean","HDI","Development.Category"
"United States",55,"Male","Yes Kids","phd","full-time",150000,"In-house Legal Counsel",4,6,"Small City","Married",NA,1,3,3,3,3,3,2,2,4,3,3,3,2,3,3,4,3,2,3,2,3,3,1,3,2,1,3,3,4,3,3,2,3,2,4,3,4,3,4,2,4,2,3,2,3,1,"yes","no",3,2.8,2.85,2.2,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","ltuni","full-time",55000,"Legislation Analyst",3,0,"Large-City","Divorced",NA,0,2,3,2,4,4,4,1,4,3,4,2,3,4,3,3,2,3,4,1,4,4,3,1,4,3,3,4,3,4,2,3,4,5,5,3,4,4,3,3,4,3,3,4,3,2,"yes","yes",3,3,3.45,3,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","ma","part-time",25000,"Social Worker",4,5,"Medium-Sized","Married",NA,0,5,3,2,1,1,2,4,5,5,4,4,5,4,4,4,2,4,2,5,5,5,1,2,4,1,2,5,2,5,5,5,5,2,2,4,3,2,5,5,3,2,4,3,4,1,"yes","yes",2.4,3.93333333333333,3.4,2.8,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","phd","full-time",150000,"college professor",13,0,"Large-City","Married",NA,1,3,2,3,2,2,2,2,2,3,2,1,2,4,2,5,2,2,3,2,3,3,3,2,2,3,2,4,3,3,2,2,4,3,3,3,5,4,3,4,2,3,3,3,3,3,"yes","no",2.4,2.46666666666667,3,3,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","deg","full-time",250000,"Vice President / program office",3,0,"Village","Married",NA,1,4,2,1,2,2,2,3,5,5,3,4,3,4,4,5,5,3,5,2,4,4,2,4,3,4,3,3,4,4,1,2,5,2,3,4,5,3,5,5,4,2,3,3,4,4,"yes","no",2.2,3.8,3.5,3.2,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","ma","full-time",150000,"Associate Director",1,0,"Large Town","Married",NA,1,3,4,4,2,2,3,3,2,4,3,4,3,2,3,3,3,3,4,3,4,4,3,3,4,4,3,3,3,3,3,3,4,4,4,3,5,4,3,4,3,4,4,3,4,3,"yes","no",3,3.13333333333333,3.5,3.6,0.92,"Very high human development"
"United States",80,"Female","Yes Kids","ltuni","retired",25000,NA,0,0,"Large-City","Divorced",NA,1,3,2,2,2,2,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,2,3,5,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,"no","no",2.2,1.33333333333333,2.1,2.2,0.92,"Very high human development"
"United States",32.5,"Male","Yes Kids","deg","full-time",55000,NA,10,0,"Small City","Married",NA,0,4,4,4,3,3,2,3,5,4,3,4,3,2,3,4,4,3,2,4,2,2,1,4,5,3,3,3,3,5,3,4,4,3,4,3,4,3,5,3,4,1,4,3,3,2,"yes","no",3.6,3.2,3.45,2.6,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","student",10000,NA,0,0,"Medium-Sized","Married",NA,1,3,4,2,3,3,2,2,4,3,3,4,3,4,3,3,3,4,3,4,4,4,3,3,2,4,3,3,4,3,3,4,3,3,3,4,4,3,3,4,4,3,2,3,2,1,"yes","no",3,3.26666666666667,3.35,2.2,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",87500,"Social Media consultant",0,5,"Large Town","Married",NA,0,2,1,2,1,1,2,4,3,4,2,2,4,3,1,3,2,4,2,4,3,2,2,4,1,1,2,2,3,4,2,3,2,4,2,3,3,2,2,2,3,3,3,2,3,4,"yes","no",1.4,2.86666666666667,2.45,3,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",NA," teacher",1,0,"Small City","Married",NA,1,5,3,5,2,2,2,1,3,4,2,4,3,3,2,4,5,3,4,4,1,3,1,3,4,3,1,3,5,3,4,4,2,1,4,2,5,5,4,4,2,3,3,3,5,4,"yes","no",3.4,3,3.15,3.6,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","ma","",NA," houswife",1,1,"Small City","Married",NA,0,2,2,2,2,3,1,2,2,5,4,3,2,2,3,4,3,2,4,4,3,4,3,2,3,4,3,4,3,3,4,4,3,2,3,3,4,4,3,4,4,4,5,4,5,3,"yes","yes",2.2,2.93333333333333,3.35,4.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","retired",55000,NA,5,0,"Rural/Country","Married",NA,1,3,3,2,1,1,1,2,3,4,4,2,4,3,1,1,1,4,4,4,3,4,1,1,5,2,3,3,2,4,3,4,3,3,2,3,3,2,5,5,5,4,4,4,5,4,"yes","yes",2,2.73333333333333,3.15,4.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","full-time",45000,"chiropractor",5,0,"Large-City","Divorced",NA,0,5,4,5,4,4,2,2,3,5,4,3,4,5,4,5,5,4,5,4,4,5,5,4,2,5,5,5,5,4,5,4,5,4,4,5,5,5,5,1,5,2,3,2,3,1,"yes","yes",4.4,3.93333333333333,4.4,2.2,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ltuni","unemployed",250000," houswife",6,3,"Medium-Sized","Married",NA,1,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,2,5,3,5,5,5,5,5,5,4,2,4,5,5,5,5,5,2,1,1,1,1,"yes","yes",5,4.66666666666667,4.5,1.2,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","ma","full-time",NA,"P-T College Faculty & P-T Self-Employed",28,0,"Small Town","Married",NA,0,2,1,1,1,1,2,2,5,2,3,2,3,3,2,2,4,3,2,2,3,3,1,3,1,2,2,2,3,2,1,2,2,3,4,3,2,1,3,2,2,3,3,4,4,4,"yes","no",1.2,2.66666666666667,2.2,3.6,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","ltuni","retired",NA,NA,0,0,"Medium-Sized","Married",NA,2,2,2,2,1,1,1,1,2,3,2,2,2,2,1,3,1,2,1,2,1,3,2,4,1,3,1,2,2,3,2,2,3,2,2,3,4,2,3,3,2,4,4,4,4,2,"no","no",1.6,1.73333333333333,2.45,3.6,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ltuni","full-time",67500,"Web Designer",1,4,"Large-City","Married",NA,0,2,2,2,2,2,2,1,5,3,2,1,3,3,1,2,3,4,3,2,3,3,1,1,1,3,1,2,2,2,2,3,2,2,2,3,3,2,3,3,4,1,3,2,3,1,"yes","yes",2,2.53333333333333,2.25,2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","student",45000,"retired/adjunct",1,0,"Small City","Divorced",NA,2,5,4,5,4,4,1,1,1,2,4,5,2,4,4,5,2,2,1,2,5,4,2,2,3,3,2,4,3,4,2,3,5,1,2,5,3,3,5,3,1,4,5,4,4,5,"yes","no",4.4,2.73333333333333,3,4.4,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","phd","full-time",67500," university faculty",0,8,"Large-City","Married",NA,1,2,2,2,2,2,5,3,4,5,5,3,4,5,4,5,5,3,5,3,5,5,4,4,5,5,3,5,2,5,4,4,5,5,4,4,4,5,5,5,5,4,4,4,3,2,"yes","yes",2,4.26666666666667,4.4,3.4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","full-time",150000,NA,28,0,"Large-City","Married",NA,1,2,2,1,1,1,1,2,5,3,2,1,1,4,1,3,4,4,3,2,3,5,1,1,4,1,3,4,2,3,3,3,3,4,4,4,1,1,4,3,4,4,5,4,5,2,"no","no",1.4,2.6,2.9,4,0.92,"Very high human development"
"United States",80,"Female","Yes Kids","ltuni","retired",NA,"retired",0,0,"Small City","Widowed",NA,1,4,4,2,3,2,2,1,2,2,3,4,4,4,3,4,2,2,2,3,3,3,4,2,2,2,1,3,2,3,1,3,4,2,2,4,4,2,4,3,4,2,2,2,2,4,"yes","yes",3,2.73333333333333,2.75,2.4,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","full-time",87500,"Attorney",28,0,"Small City","Divorced",NA,1,4,3,4,3,3,2,2,5,5,3,3,4,4,2,2,4,3,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,5,4,5,3,3,4,4,2,"yes","no",3.4,3.33333333333333,3.75,3.2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",67500,"Scientist",6,2,"Medium-Sized","Married",NA,1,3,4,3,3,3,1,1,3,3,3,3,3,3,3,4,3,3,2,2,4,4,2,2,2,3,2,3,3,4,2,2,4,2,3,4,3,3,4,4,3,3,3,3,2,2,"yes","yes",3.2,2.73333333333333,2.95,2.6,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","ma","full-time",150000,"ceo",1,0,"Large-City","Married",NA,0,2,3,2,2,2,1,2,5,4,5,5,5,5,5,5,2,3,5,3,5,1,4,2,2,3,3,5,1,5,1,5,5,1,3,5,4,4,5,5,5,3,5,2,2,2,"yes","yes",2.2,4,3.45,2.8,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","deg","unemployed",150000,NA,0,0,"Large-City","Married",NA,1,3,3,2,2,2,1,1,5,4,3,1,2,4,4,3,2,3,3,3,3,3,1,4,5,2,4,4,3,3,4,4,4,3,4,3,5,3,3,4,3,4,4,4,5,3,"yes","no",2.4,2.8,3.45,4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","part-time",87500,"writer/musician",14,0,"Medium-Sized","Married",NA,1,3,3,3,2,3,1,1,2,3,3,2,3,4,3,4,3,1,4,1,4,4,3,3,4,3,3,3,4,3,3,4,3,2,3,4,4,4,4,4,3,3,4,4,3,2,"yes","no",2.8,2.6,3.4,3.2,0.92,"Very high human development"
"United States",67.5,"Male","Yes Kids","ltuni","unemployed",55000,"engineer",23,0,"","Married",NA,1,3,2,2,2,2,1,1,4,2,2,2,2,2,2,2,3,1,2,1,3,3,2,3,2,3,2,3,2,3,1,2,2,3,3,2,4,2,3,3,3,2,2,2,4,2,"no","no",2.2,2,2.55,2.4,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","ma","full-time",55000,"Pastor ; Life coach  clergy",10,0,"Medium-Sized","Married",NA,1,5,4,3,4,4,2,2,5,4,5,4,4,5,5,5,2,4,3,3,4,4,4,5,3,5,2,4,4,5,3,2,5,4,4,5,5,5,5,4,5,2,2,4,4,1,"yes","yes",4,3.8,4.15,2.6,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","phd","full-time",150000,"Doctor; Physician",28,0,"Large-City","Widowed",NA,0,3,3,3,2,2,1,1,4,3,2,3,3,3,2,4,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,3,3,3,3,3,3,"yes","no",2.6,2.73333333333333,3.2,3,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","unemployed",35000,"Unemployed",2,0,"","Married",NA,1,4,4,4,3,3,2,3,4,5,4,5,4,4,3,4,3,5,2,4,4,4,3,4,4,2,2,3,4,4,3,5,5,2,4,4,4,3,4,4,3,2,4,2,3,1,"yes","yes",3.6,3.73333333333333,3.55,2.4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","full-time",35000,"Geologist",4,0,"Large-City","Divorced",NA,1,4,2,4,2,2,1,1,5,3,3,1,3,3,1,3,3,2,4,2,2,3,2,3,4,4,5,4,3,1,2,3,3,1,2,3,4,2,4,2,5,3,4,4,4,3,"yes","yes",2.8,2.46666666666667,3,3.6,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ltuni","full-time",15000,"Library technician",5,7,"Rural/Country","Separated",NA,1,4,5,3,2,1,4,4,5,5,4,5,5,2,3,5,4,3,5,3,5,3,3,5,5,5,3,3,1,3,5,5,4,5,5,5,5,5,3,3,5,1,1,3,3,3,"yes","yes",3,4.13333333333333,4.05,2.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","full-time",67500," teacher",1,3,"Small City","Married",NA,2,1,3,3,2,2,1,1,2,4,4,1,1,5,2,4,2,4,2,1,3,4,1,1,1,1,2,4,4,4,3,5,4,2,2,5,4,1,5,1,4,2,5,4,4,2,"yes","no",2.2,2.46666666666667,2.9,3.4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",150000,"Grants Administrator",5,0,"Medium-Sized","Married",NA,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,3,1,4,1,1,2,2,2,1,2,1,1,1,1,1,4,2,2,2,2,3,4,2,2,3,4,4,4,4,4,"no","no",2,1.66666666666667,2,4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","retired",NA," houswife",14,0,"Large-City","Married",NA,4,1,1,1,1,1,2,1,4,5,2,5,1,3,1,5,1,1,1,1,3,5,1,1,5,1,1,3,1,3,1,5,5,1,1,3,1,1,5,4,5,5,5,5,5,3,"yes","no",1,2.4,2.65,4.6,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","full-time",150000,"attorney",28,0,"Medium-Sized","Married",NA,2,3,3,1,2,2,1,1,4,2,2,1,1,2,1,1,4,2,2,2,2,3,2,2,3,2,2,2,3,3,2,2,3,3,4,3,4,4,4,3,3,4,4,4,4,3,"no","no",2.2,1.86666666666667,2.85,3.8,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","part-time",67500,"Medical / Public Health Educator",6,0,"Large Town","Married",NA,1,4,3,4,3,3,4,4,3,5,4,3,4,4,4,5,2,5,2,5,4,5,3,3,1,5,2,4,3,4,5,5,4,4,3,4,5,2,5,4,3,3,4,3,5,2,"yes","yes",3.4,3.86666666666667,3.7,3.4,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","unemployed",150000,NA,0,0,"Medium-Sized","Married",NA,1,2,2,2,2,2,3,1,3,1,1,1,1,3,1,3,2,1,3,1,4,2,3,2,1,3,2,2,3,3,1,1,2,4,3,2,4,2,2,3,3,3,3,4,5,5,"no","no",2,1.93333333333333,2.4,4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",67500,"Insurance Agent",17,0,"Large Town","Married",NA,1,3,4,4,4,4,4,4,5,5,5,4,3,4,5,5,2,4,2,5,5,5,2,4,1,3,3,3,3,5,4,1,5,3,4,4,5,4,4,5,4,3,3,3,3,2,"yes","yes",3.8,4.13333333333333,3.6,2.8,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ma","full-time",250000,NA,3,0,"Medium-Sized","Married",NA,1,2,2,1,1,1,1,1,2,2,2,2,1,3,1,1,3,2,4,2,4,3,1,2,1,1,2,3,2,4,1,3,3,3,3,3,4,4,3,4,3,4,4,4,4,2,"no","no",1.4,2.06666666666667,2.65,3.6,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ma","full-time",67500,"supervising program development speciali",4,0,"Small City","Married",NA,1,2,2,2,1,1,1,2,5,2,2,3,3,2,2,2,1,3,3,4,1,2,1,1,3,3,3,3,2,4,1,2,3,2,2,2,1,1,3,3,4,4,4,3,4,2,"yes","yes",1.6,2.4,2.3,3.4,0.92,"Very high human development"
"United States",37.5,"Male","Yes Kids","ma","student",55000,NA,5,6,"Large-City","Married",NA,0,3,4,4,3,3,2,1,5,3,3,4,2,4,3,4,2,3,1,1,4,4,4,2,3,3,3,3,3,5,1,3,3,4,4,4,1,3,4,3,2,3,3,3,4,2,"yes","no",3.4,2.8,3.1,3,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","high","full-time",35000,"manufacturing",12,0,"Medium-Sized","Married",NA,2,4,2,4,3,4,4,1,4,4,2,2,2,4,2,3,4,1,3,2,2,4,2,4,2,4,4,4,4,4,2,3,4,4,4,4,4,4,2,2,3,2,1,3,2,2,"yes","yes",3.4,2.66666666666667,3.4,2,0.92,"Very high human development"
"United States",28,"Female","Yes Kids","lthigh","unemployed",NA,NA,0,0,"Medium-Sized","Single",NA,0,3,4,3,3,3,3,4,4,2,5,5,5,5,5,5,5,5,5,4,4,1,3,4,5,5,5,5,5,5,3,3,4,4,4,5,4,4,5,5,5,1,1,1,1,1,"yes","yes",3.2,4.4,4.2,1,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ma","full-time",67500,"Programmer Analyst",23,0,"Medium-Sized","Married",NA,1,2,3,2,2,2,1,1,3,3,2,2,2,3,2,2,3,2,2,1,3,3,1,2,3,1,2,2,3,3,2,2,2,1,3,3,1,1,4,3,4,2,2,2,2,2,"no","no",2.2,2.13333333333333,2.3,2,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",67500,"writer / lecturer / consultant",3,0,"Large-City","Divorced",NA,1,2,2,1,1,1,4,3,2,4,3,1,3,3,3,3,1,4,1,3,2,3,1,1,3,1,1,2,2,3,3,2,3,3,2,3,4,2,2,2,3,5,4,5,5,4,"no","no",1.4,2.66666666666667,2.3,4.6,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","full-time",250000,"md",30,0,"Large-City","Married",NA,1,2,1,1,1,1,1,2,3,3,1,1,1,2,2,2,2,2,2,2,2,1,1,3,3,5,4,1,2,1,1,1,2,2,2,2,2,2,1,2,2,3,4,4,5,2,"no","no",1.2,1.86666666666667,2,3.6,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","ma","full-time",150000,"Program Manager",2,0,"Medium-Sized","Married",NA,1,4,4,3,3,3,1,1,4,2,4,4,2,5,2,4,3,1,4,1,1,4,1,3,1,4,3,5,2,4,1,2,5,4,4,5,4,3,5,3,4,4,4,4,4,2,"yes","no",3.4,2.6,3.35,3.6,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","part-time",55000," teacher",2,0,"Small City","Married",NA,0,4,5,4,3,3,3,3,4,3,4,1,4,5,4,4,2,4,4,2,4,5,2,4,2,5,2,5,3,5,3,4,5,3,5,4,5,4,5,4,4,3,4,2,3,3,"yes","yes",3.8,3.4,3.95,3,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","full-time",55000,"Real Estate Appraiser",14,0,"Medium-Sized","Divorced",NA,1,4,3,2,3,3,4,4,5,5,4,3,5,3,4,5,3,3,3,4,5,5,3,3,5,4,3,4,3,4,4,1,5,3,4,4,5,4,4,5,1,2,2,2,3,1,"yes","yes",3,4,3.7,2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",67500,"college professor",1,0,"Large-City","Married",NA,1,3,3,3,2,2,3,2,5,3,3,3,4,4,4,4,3,3,4,2,5,4,2,2,5,1,2,5,3,5,3,3,4,5,4,4,2,3,4,5,4,2,2,2,2,1,"yes","yes",2.6,3.46666666666667,3.5,1.8,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","phd","full-time",250000,"Doctor; Physician",28,0,"Large Town","Married",NA,0,4,4,5,4,4,3,3,4,4,4,3,4,3,5,5,4,3,3,4,3,4,2,2,4,4,3,4,5,4,3,3,4,5,4,4,5,4,4,4,5,3,3,4,4,3,"yes","yes",4.2,3.66666666666667,3.85,3.4,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",55000,"Administrator",5,0,"Rural/Country","Married",NA,1,5,5,5,4,4,1,5,3,5,5,4,5,5,5,5,2,5,3,5,5,5,5,5,5,4,2,5,5,5,5,5,5,2,5,5,5,3,5,5,5,3,3,4,3,3,"no","yes",4.6,4.2,4.55,3.2,0.92,"Very high human development"
"United States",32.5,"Male","Yes Kids","phd","full-time",55000,NA,5,0,"Medium-Sized","Married",NA,2,4,3,5,1,1,1,2,2,3,1,2,5,4,2,2,3,3,4,2,2,3,1,3,3,2,1,3,5,5,1,3,3,3,2,4,3,3,3,4,3,5,5,4,4,5,"yes","yes",2.8,2.53333333333333,2.9,4.6,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",87500,"Nurse",17,0,"Large-City","Single",NA,0,4,4,3,3,3,2,4,4,5,2,4,5,4,3,4,5,5,5,5,4,4,3,4,4,4,4,3,4,4,3,3,4,1,3,4,4,3,4,2,4,3,3,3,2,2,"yes","yes",3.4,4.06666666666667,3.45,2.6,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",55000,"Scientist",10,0,"Medium-Sized","Married",NA,1,5,5,5,4,3,2,3,5,4,4,1,5,3,2,2,4,3,4,3,3,3,4,3,3,3,3,4,2,3,3,3,3,4,4,4,5,3,3,3,3,3,2,1,3,2,"yes","yes",4.4,3.2,3.3,2.2,0.92,"Very high human development"
"United States",37.5,"Female","Yes Kids","phd","full-time",150000,"Deputy Director",4,0,"Large-City","Married",NA,0,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,3,1,2,1,4,4,3,3,3,1,1,4,4,3,2,5,3,4,2,1,5,5,5,5,5,"yes","no",1.6,1.33333333333333,2.7,5,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","unemployed",67500,"Unemployed",0,4,"Large Town","Divorced",NA,2,3,3,2,3,3,1,1,3,2,1,2,1,4,2,2,2,2,2,1,3,3,2,2,2,1,1,3,2,3,1,2,3,1,2,2,3,2,3,3,2,4,3,4,5,5,"yes","no",2.8,1.93333333333333,2.15,4.2,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","full-time",45000,NA,0,7,"Large-City","Divorced",NA,0,3,2,1,2,2,2,2,5,2,2,1,2,3,1,3,4,3,4,2,4,4,2,3,1,2,4,2,2,3,3,3,3,2,2,3,4,3,3,3,2,3,4,4,4,3,"yes","no",2,2.66666666666667,2.7,3.6,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ma","full-time",150000,"Marketing",2,0,"Medium-Sized","Divorced",NA,0,3,2,2,2,2,2,2,5,3,3,3,3,4,3,4,3,3,3,4,4,4,2,2,2,2,2,4,2,4,2,3,4,3,2,4,4,3,2,3,2,3,4,4,3,2,"yes","yes",2.2,3.26666666666667,2.8,3.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","full-time",67500,"Market Analyst",17,0,"Large Town","Divorced",NA,0,3,2,4,4,4,4,5,5,5,4,2,4,4,3,4,5,5,5,5,5,4,3,3,5,3,4,4,3,4,5,5,4,3,5,4,5,5,4,3,4,2,2,2,3,2,"yes","yes",3.4,4.33333333333333,4,2.2,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","ltuni","part-time",25000,"financial officer / small career-trainin",3,0,"Small City","Married",NA,1,3,5,5,3,3,3,3,3,4,4,1,5,4,4,4,2,2,4,5,5,5,5,5,5,3,4,5,4,4,4,5,4,5,5,3,4,4,5,5,4,1,1,2,1,1,"yes","yes",3.8,3.53333333333333,4.4,1.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",55000," teacher",30,0,"Large Town","Divorced",NA,0,3,1,2,1,2,1,1,2,3,2,2,1,4,2,2,3,3,2,2,2,2,1,2,2,2,2,2,3,3,1,2,2,2,3,4,4,3,2,3,2,3,4,4,4,3,"yes","no",1.8,2.13333333333333,2.35,3.6,0.92,"Very high human development"
"United States",55,"Male","Yes Kids","deg","full-time",45000," teacher",13,0,"Small City","Married",NA,1,2,3,2,2,2,2,1,3,2,2,1,1,2,2,3,3,2,2,2,3,3,2,2,2,4,2,2,2,2,2,3,3,2,4,3,3,3,2,3,2,3,3,3,3,3,"no","no",2.2,2.06666666666667,2.55,3,0.92,"Very high human development"
"United States",45,"Female","Yes Kids","deg","unemployed",150000,"home maker",10,0,"Small City","Married",NA,0,5,5,3,2,2,2,1,2,1,2,2,1,3,2,2,2,1,2,2,4,4,2,2,5,2,3,3,3,4,2,3,4,3,3,3,3,2,3,4,3,3,5,4,3,2,"yes","no",3.4,1.93333333333333,3.05,3.4,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",250000,"Doctor; Physician",3,7,"Medium-Sized","Married",NA,0,5,5,5,5,5,1,3,5,5,4,1,4,3,3,4,3,4,2,4,4,4,4,4,5,4,5,4,5,4,3,4,4,1,5,4,1,4,4,5,4,3,3,3,3,3,"yes","no",5,3.33333333333333,3.9,3,0.92,"Very high human development"
"United States",25,"Male","Yes Kids","deg","unemployed",15000,NA,0,2,"Small City","Married",NA,0,3,4,4,3,4,1,1,5,2,4,3,2,4,3,5,3,2,5,1,4,4,3,4,4,3,4,4,4,4,2,3,3,4,5,4,4,3,4,3,4,2,3,1,1,1,"yes","yes",3.6,3,3.65,1.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","phd","full-time",55000," teacher",7,0,"Small City","Divorced",NA,2,4,4,4,2,2,2,2,1,3,3,3,3,3,3,4,4,3,4,3,3,4,2,3,3,4,2,4,4,4,3,4,4,3,4,3,4,4,3,4,3,3,2,2,3,2,"yes","yes",3.2,2.93333333333333,3.45,2.4,0.92,"Very high human development"
"United States",67.5,"Female","Yes Kids","ma","full-time",87500,"Please specify title Manager for Regulat",5,0,"Large-City","Divorced",NA,1,2,1,1,1,1,1,1,1,2,1,5,1,2,1,3,3,2,3,2,1,4,1,1,3,1,1,1,1,3,1,1,1,1,1,5,3,1,2,3,3,3,4,3,5,2,"yes","no",1.2,1.93333333333333,1.9,3.4,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","ma","full-time",150000,NA,5,0,"","Divorced",NA,0,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1,1,2,1,1,1,2,3,1,1,1,3,2,1,2,1,2,2,2,2,2,1,2,2,4,4,4,4,4,"no","no",1,1.4,1.7,4,0.92,"Very high human development"
"United States",32.5,"Female","Yes Kids","ma","full-time",35000," teacher",6,0,"Small Town","Married",NA,2,4,5,4,4,4,4,3,5,4,5,4,5,5,3,5,3,3,5,3,4,4,3,3,1,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,2,2,2,2,2,"yes","yes",4.2,4.06666666666667,4.25,2,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","phd","full-time",87500,"college professor",2,0,"Large Town","Married",NA,1,4,3,3,1,1,1,1,5,3,2,5,1,2,2,3,4,2,4,2,2,4,1,4,3,4,4,2,4,3,4,4,4,4,4,2,5,4,3,4,4,3,4,3,4,2,"yes","yes",2.4,2.6,3.55,3.2,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","dip","part-time",15000,"President",17,0,"Large-City","Married",NA,1,3,4,3,3,3,3,2,2,3,5,2,4,4,4,4,1,2,1,1,4,4,1,2,3,1,3,4,2,4,1,4,5,3,3,4,3,2,5,3,3,4,4,4,4,2,"yes","yes",3.2,2.8,3,3.6,0.92,"Very high human development"
"United States",55,"Female","Yes Kids","deg","full-time",67500,"Medical Laboratory",17,0,"Large-City","Married",NA,1,5,5,5,5,5,3,2,5,4,4,3,3,5,4,4,4,3,2,3,4,4,4,4,4,4,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,2,"yes","yes",5,3.53333333333333,3.95,3,0.92,"Very high human development"
"United States",45,"Male","Yes Kids","deg","full-time",150000,NA,10,0,"Small City","Separated",NA,1,2,2,2,2,2,1,1,2,3,4,2,2,2,2,2,4,3,2,2,2,3,2,2,4,2,3,3,3,3,2,3,2,4,3,3,3,3,3,3,3,2,2,2,2,2,"no","no",2,2.26666666666667,2.85,2,0.92,"Very high human development"
